//ItemIndex   EffectIndex   EffectValue   EffectLevel   ColorR   ColorG   ColorB   ColorSize   ColorMain   ColorSide
//Heavenly Wings (Wing401.bmd) DW W4
6307 32380 78 0 0.25 0.1 0.77999997 1.8 0.0 0.0
6307 32380 9 0 0.25 0.1 0.77999997 0.40000001 0.0 0.0
6307 32380 24 0 0.25 0.1 0.77999997 0.40000001 0.0 0.0
6307 32380 16 0 0.25 0.1 0.77999997 0.40000001 0.0 0.0
6307 32380 35 0 0.25 0.1 0.77999997 0.40000001 0.0 0.0
6307 32380 42 0 0.25 0.1 0.77999997 0.40000001 0.0 0.0
6307 32380 52 0 0.25 0.1 0.77999997 0.40000001 0.0 0.0
6307 32380 68 0 0.25 0.1 0.77999997 0.40000001 0.0 0.0
6307 32380 60 0 0.25 0.1 0.77999997 0.40000001 0.0 0.0
6307 32380 79 0 0.25 0.1 0.77999997 0.40000001 0.0 0.0
6307 32380 86 0 0.25 0.1 0.77999997 0.40000001 0.0 0.0
6307 32380 8 0 0.25 0.1 0.77999997 0.40000001 0.0 0.0
6307 32380 25 0 0.25 0.1 0.77999997 0.40000001 0.0 0.0
6307 32380 17 0 0.25 0.1 0.77999997 0.40000001 0.0 0.0
6307 32380 36 0 0.25 0.1 0.77999997 0.40000001 0.0 0.0
6307 32380 43 0 0.25 0.1 0.77999997 0.40000001 0.0 0.0
6307 32380 53 0 0.25 0.1 0.77999997 0.40000001 0.0 0.0
6307 32380 69 0 0.25 0.1 0.77999997 0.40000001 0.0 0.0
6307 32380 61 0 0.25 0.1 0.77999997 0.40000001 0.0 0.0
6307 32380 80 0 0.25 0.1 0.77999997 0.40000001 0.0 0.0
6307 32380 87 0 0.25 0.1 0.77999997 0.40000001 0.0 0.0
6307 32380 7 0 0.25 0.1 0.77999997 0.30000001 0.0 0.0
6307 32380 26 0 0.25 0.1 0.77999997 0.30000001 0.0 0.0
6307 32380 18 0 0.25 0.1 0.77999997 0.30000001 0.0 0.0
6307 32380 37 0 0.25 0.1 0.77999997 0.30000001 0.0 0.0
6307 32380 44 0 0.25 0.1 0.77999997 0.30000001 0.0 0.0
6307 32380 54 0 0.25 0.1 0.77999997 0.30000001 0.0 0.0
6307 32380 70 0 0.25 0.1 0.77999997 0.30000001 0.0 0.0
6307 32380 62 0 0.25 0.1 0.77999997 0.30000001 0.0 0.0
6307 32380 81 0 0.25 0.1 0.77999997 0.30000001 0.0 0.0
6307 32380 88 0 0.25 0.1 0.77999997 0.30000001 0.0 0.0
6307 32002 27 0 0.34999999 0.38999999 1.0 1.8 0.0 0.0
6307 32002 71 0 0.34999999 0.38999999 1.0 1.8 0.0 0.0
6307 32002 28 0 0.34999999 0.38999999 1.0 1.2 0.0 0.0
6307 32002 72 0 0.34999999 0.38999999 1.0 1.2 0.0 0.0
6307 32002 29 0 0.34999999 0.38999999 1.0 0.69999999 0.0 0.0
6307 32002 73 0 0.34999999 0.38999999 1.0 0.69999999 0.0 0.0
//Wings Condemnation (Wing55.bmd) DK W5
6308 32380 10 0 0.2 0.0 0.0 0.85000001 0.0 0.0
6308 32380 7 0  0.2 0.0 0.0 0.85000001 0.0 0.0
6308 32380 13 0 0.2 0.0 0.0 0.85000001 0.0 0.0
6308 32380 20 0 0.2 0.0 0.0 0.85000001 0.0 0.0
6308 32380 34 0 0.2 0.0 0.0 0.85000001 0.0 0.0
6308 32380 44 0 0.2 0.0 0.0 0.85000001 0.0 0.0
6308 32380 55 0 0.2 0.0 0.0 0.85000001 0.0 0.0
6308 32380 58 0 0.2 0.0 0.0 0.85000001 0.0 0.0
6308 32380 66 0 0.2 0.0 0.0 0.85000001 0.0 0.0
6308 32380 79 0 0.2 0.0 0.0 0.85000001 0.0 0.0
6308 32380 90 0 0.2 0.0 0.0 0.85000001 0.0 0.0
6308 32380 11 0 0.2 0.0 0.0 0.85000001 0.0 0.0
6308 32380 12 0 0.2 0.0 0.0 0.85000001 0.0 0.0
6308 32380 23 0 0.2 0.0 0.0 0.85000001 0.0 0.0
6308 32380 19 0 0.2 0.0 0.0 0.85000001 0.0 0.0
6308 32380 24 0 0.2 0.0 0.0 0.85000001 0.0 0.0
6308 32380 25 0 0.2 0.0 0.0 0.85000001 0.0 0.0
6308 32380 26 0 0.2 0.0 0.0 0.85000001 0.0 0.0
6308 32380 38 0 0.2 0.0 0.0 0.85000001 0.0 0.0
6308 32380 33 0 0.2 0.0 0.0 0.85000001 0.0 0.0
6308 32380 37 0 0.2 0.0 0.0 0.85000001 0.0 0.0
6308 32380 42 0 0.2 0.0 0.0 0.85000001 0.0 0.0
6308 32380 43 0 0.2 0.0 0.0 0.85000001 0.0 0.0
6308 32380 61 0 0.2 0.0 0.0 0.85000001 0.0 0.0
6308 32380 59 0 0.2 0.0 0.0 0.85000001 0.0 0.0
6308 32380 60 0 0.2 0.0 0.0 0.85000001 0.0 0.0
6308 32380 69 0 0.2 0.0 0.0 0.85000001 0.0 0.0
6308 32380 65 0 0.2 0.0 0.0 0.85000001 0.0 0.0
6308 32380 70 0 0.2 0.0 0.0 0.85000001 0.0 0.0
6308 32380 71 0 0.2 0.0 0.0 0.85000001 0.0 0.0
6308 32380 82 0 0.2 0.0 0.0 0.85000001 0.0 0.0
6308 32380 83 0 0.2 0.0 0.0 0.85000001 0.0 0.0
6308 32380 78 0 0.2 0.0 0.0 0.85000001 0.0 0.0
6308 32380 84 0 0.2 0.0 0.0 0.85000001 0.0 0.0
6308 32380 88 0 0.2 0.0 0.0 0.85000001 0.0 0.0
6308 32380 89 0 0.2 0.0 0.0 0.85000001 0.0 0.0
6308 32380 8 0  0.2 0.0 0.0 0.65000002 0.0 0.0
6308 32380 9 0  0.2 0.0 0.0 0.65000002 0.0 0.0
6308 32380 14 0 0.2 0.0 0.0 0.65000002 0.0 0.0
6308 32380 21 0 0.2 0.0 0.0 0.65000002 0.0 0.0
6308 32380 35 0 0.2 0.0 0.0 0.65000002 0.0 0.0
6308 32380 45 0 0.2 0.0 0.0 0.65000002 0.0 0.0
6308 32380 54 0 0.2 0.0 0.0 0.65000002 0.0 0.0
6308 32380 57 0 0.2 0.0 0.0 0.65000002 0.0 0.0
6308 32380 67 0 0.2 0.0 0.0 0.65000002 0.0 0.0
6308 32380 80 0 0.2 0.0 0.0 0.65000002 0.0 0.0
6308 32380 91 0 0.2 0.0 0.0 0.65000002 0.0 0.0
6308 32380 9 0  0.2 0.0 0.0 0.35000001 0.0 0.0
6308 32380 15 0 0.2 0.0 0.0 0.35000001 0.0 0.0
6308 32380 22 0 0.2 0.0 0.0 0.35000001 0.0 0.0
6308 32380 36 0 0.2 0.0 0.0 0.35000001 0.0 0.0
6308 32380 46 0 0.2 0.0 0.0 0.35000001 0.0 0.0
6308 32380 53 0 0.2 0.0 0.0 0.35000001 0.0 0.0
6308 32380 56 0 0.2 0.0 0.0 0.35000001 0.0 0.0
6308 32380 68 0 0.2 0.0 0.0 0.35000001 0.0 0.0
6308 32380 81 0 0.2 0.0 0.0 0.35000001 0.0 0.0
6308 32380 92 0 0.2 0.0 0.0 0.35000001 0.0 0.0
6308 32380 39 0 0.30000001 0.0 0.0 0.45000001 0.0 0.0
6308 32380 40 0 0.30000001 0.0 0.0 0.45000001 0.0 0.0
6308 32380 41 0 0.30000001 0.0 0.0 0.45000001 0.0 0.0
6308 32380 27 0 0.30000001 0.0 0.0 0.45000001 0.0 0.0
6308 32380 28 0 0.30000001 0.0 0.0 0.45000001 0.0 0.0
6308 32380 29 0 0.30000001 0.0 0.0 0.45000001 0.0 0.0
6308 32380 87 0 0.30000001 0.0 0.0 0.45000001 0.0 0.0
6308 32380 85 0 0.30000001 0.0 0.0 0.45000001 0.0 0.0
6308 32380 86 0 0.30000001 0.0 0.0 0.45000001 0.0 0.0
6308 32380 74 0 0.30000001 0.0 0.0 0.45000001 0.0 0.0
6308 32380 73 0 0.30000001 0.0 0.0 0.45000001 0.0 0.0
6308 32380 72 0 0.30000001 0.0 0.0 0.45000001 0.0 0.0
6308 32380 39 0 0.4000000059604645 0.0 0.0 0.69999999 0.0 0.0
6308 32380 40 0 0.4000000059604645 0.0 0.0 0.69999999 0.0 0.0
6308 32380 41 0 0.4000000059604645 0.0 0.0 0.69999999 0.0 0.0
6308 32380 27 0 0.4000000059604645 0.0 0.0 0.69999999 0.0 0.0
6308 32380 28 0 0.4000000059604645 0.0 0.0 0.69999999 0.0 0.0
6308 32380 29 0 0.4000000059604645 0.0 0.0 0.69999999 0.0 0.0
6308 32380 87 0 0.4000000059604645 0.0 0.0 0.69999999 0.0 0.0
6308 32380 85 0 0.4000000059604645 0.0 0.0 0.69999999 0.0 0.0
6308 32380 86 0 0.4000000059604645 0.0 0.0 0.69999999 0.0 0.0
6308 32380 74 0 0.4000000059604645 0.0 0.0 0.69999999 0.0 0.0
6308 32380 73 0 0.4000000059604645 0.0 0.0 0.69999999 0.0 0.0
6308 32380 72 0 0.4000000059604645 0.0 0.0 0.69999999 0.0 0.0

//Wings of Fate
6309 32002 7 0 0.96 0.77 0.66 1.4 0.0 0.0
6309 32002 8 0 0.96 0.77 0.66 1.4 0.0 0.0
6309 32002 14 0 0.96 0.77 0.66 1.4 0.0 0.0
6309 32002 15 0 0.96 0.77 0.66 1.4 0.0 0.0
6309 32002 25 0 0.96 0.77 0.66 1.4 0.0 0.0
6309 32002 26 0 0.96 0.77 0.66 1.4 0.0 0.0
6309 32002 44 0 0.96 0.77 0.66 1.0 0.0 0.0
6309 32002 45 0 0.96 0.77 0.66 1.0 0.0 0.0
6309 32002 46 0 0.96 0.77 0.66 1.0 0.0 0.0
6309 32002 65 0 0.96 0.77 0.66 1.4 0.0 0.0
6309 32002 66 0 0.96 0.77 0.66 1.4 0.0 0.0
6309 32002 72 0 0.96 0.77 0.66 1.4 0.0 0.0
6309 32002 73 0 0.96 0.77 0.66 1.4 0.0 0.0
6309 32002 80 0 0.96 0.77 0.66 1.4 0.0 0.0
6309 32002 81 0 0.96 0.77 0.66 1.0 0.0 0.0
6309 32002 98 0 0.96 0.77 0.66 1.0 0.0 0.0
6309 32002 99 0 0.96 0.77 0.66 1.0 0.0 0.0
6309 32002 100 0 0.96 0.77 0.66 1.0 0.0 0.0
6309 32380 9 0 0.53 0.37 1.00 0.4 0.0 0.0
6309 32380 10 0 0.53 0.37 1.00 0.4 0.0 0.0
6309 32380 16 0 0.53 0.37 1.00 0.4 0.0 0.0
6309 32380 17 0 0.53 0.37 1.00 0.4 0.0 0.0
6309 32380 18 0 0.53 0.37 1.00 0.4 0.0 0.0
6309 32380 19 0 0.53 0.37 1.00 0.4 0.0 0.0
6309 32380 20 0 0.53 0.37 1.00 0.4 0.0 0.0
6309 32380 27 0 0.53 0.37 1.00 0.4 0.0 0.0
6309 32380 28 0 0.53 0.37 1.00 0.4 0.0 0.0
6309 32380 29 0 0.53 0.37 1.00 0.4 0.0 0.0
6309 32380 30 0 0.53 0.37 1.00 0.4 0.0 0.0
6309 32380 31 0 0.53 0.37 1.00 0.4 0.0 0.0
6309 32380 32 0 0.53 0.37 1.00 0.4 0.0 0.0
6309 32380 33 0 0.53 0.37 1.00 0.4 0.0 0.0
6309 32380 34 0 0.53 0.37 1.00 0.4 0.0 0.0
6309 32380 35 0 0.53 0.37 1.00 0.4 0.0 0.0
6309 32380 36 0 0.53 0.37 1.00 0.4 0.0 0.0
6309 32380 47 0 0.53 0.37 1.00 0.4 0.0 0.0
6309 32380 48 0 0.53 0.37 1.00 0.4 0.0 0.0
6309 32380 49 0 0.53 0.37 1.00 0.4 0.0 0.0
6309 32380 50 0 0.53 0.37 1.00 0.4 0.0 0.0
6309 32380 51 0 0.53 0.37 1.00 0.4 0.0 0.0
6309 32380 52 0 0.53 0.37 1.00 0.4 0.0 0.0
6309 32380 53 0 0.53 0.37 1.00 0.4 0.0 0.0
6309 32380 54 0 0.53 0.37 1.00 0.4 0.0 0.0
6309 32380 55 0 0.53 0.37 1.00 0.4 0.0 0.0
6309 32380 56 0 0.53 0.37 1.00 0.4 0.0 0.0
6309 32380 67 0 0.53 0.37 1.00 0.4 0.0 0.0
6309 32380 68 0 0.53 0.37 1.00 0.4 0.0 0.0
6309 32380 74 0 0.53 0.37 1.00 0.4 0.0 0.0
6309 32380 75 0 0.53 0.37 1.00 0.4 0.0 0.0
6309 32380 82 0 0.53 0.37 1.00 0.4 0.0 0.0
6309 32380 83 0 0.53 0.37 1.00 0.4 0.0 0.0
6309 32380 84 0 0.53 0.37 1.00 0.4 0.0 0.0
6309 32380 85 0 0.53 0.37 1.00 0.4 0.0 0.0
6309 32380 86 0 0.53 0.37 1.00 0.4 0.0 0.0
6309 32380 87 0 0.53 0.37 1.00 0.4 0.0 0.0
6309 32380 88 0 0.53 0.37 1.00 0.4 0.0 0.0
6309 32380 89 0 0.53 0.37 1.00 0.4 0.0 0.0
6309 32380 90 0 0.53 0.37 1.00 0.4 0.0 0.0
6309 32380 91 0 0.53 0.37 1.00 0.4 0.0 0.0
6309 32380 101 0 0.53 0.37 1.00 0.4 0.0 0.0
6309 32380 102 0 0.53 0.37 1.00 0.4 0.0 0.0
6309 32380 103 0 0.53 0.37 1.00 0.4 0.0 0.0
6309 32380 104 0 0.53 0.37 1.00 0.4 0.0 0.0
6309 32380 105 0 0.53 0.37 1.00 0.4 0.0 0.0
6309 32380 106 0 0.53 0.37 1.00 0.4 0.0 0.0
6309 32380 107 0 0.53 0.37 1.00 0.4 0.0 0.0
6309 32380 108 0 0.53 0.37 1.00 0.4 0.0 0.0
6309 32380 109 0 0.53 0.37 1.00 0.4 0.0 0.0
6309 32380 110 0 0.53 0.37 1.00 0.4 0.0 0.0
6309 32380 113 0 0.53 0.37 1.00 0.4 0.0 0.0
6309 32380 114 0 0.53 0.37 1.00 0.4 0.0 0.0
6309 32380 115 0 0.53 0.37 1.00 0.4 0.0 0.0
6309 32002 21 0 1.00 0.96 0.36 0.5 0.0 0.0
6309 32002 38 0 1.00 0.96 0.36 1.0 0.0 0.0
6309 32002 58 0 1.00 0.96 0.36 1.0 0.0 0.0
6309 32501 21 0 1.00 0.96 0.36 0.2 0.0 0.0
6309 32501 38 0 1.00 0.96 0.36 0.3 0.0 0.0
6309 32501 58 0 1.00 0.96 0.36 0.4 0.0 0.0
6309 32002 76 0 1.00 0.96 0.36 0.5 0.0 0.0
6309 32002 92 0 1.00 0.96 0.36 1.0 0.0 0.0
6309 32002 112 0 1.00 0.96 0.36 1.0 0.0 0.0
6309 32501 76 0 1.00 0.96 0.36 0.2 0.0 0.0
6309 32501 92 0 1.00 0.96 0.36 0.3 0.0 0.0
6309 32501 112 0 1.00 0.96 0.36 0.4 0.0 0.0
6309 32380 37 0 0.53 0.37 1.00 0.5 0.0 0.0
6309 32002 57 0 0.32 0.88 1.00 1.0 0.0 0.0
6309 32380 116 0 0.53 0.37 1.00 0.5 0.0 0.0
6309 32002 111 0 0.32 0.88 1.00 1.0 0.0 0.0
//Wings of Disillusionment
6310 32380 9 0 0.40 0.69 0.12 0.7 0.0 0.0
6310 32380 15 0 0.40 0.69 0.12 0.7 0.0 0.0
6310 32380 32 0 0.40 0.69 0.12 0.7 0.0 0.0
6310 32380 52 0 0.40 0.69 0.12 0.7 0.0 0.0
6310 32380 58 0 0.40 0.69 0.12 0.7 0.0 0.0
6310 32380 75 0 0.40 0.69 0.12 0.7 0.0 0.0
6310 32380 38 0 0.19 0.43 0.10 0.25 0.0 0.0
6310 32380 39 0 0.19 0.43 0.10 0.2 0.0 0.0
6310 32380 40 0 0.19 0.43 0.10 0.15 0.0 0.0
6310 32380 41 0 0.19 0.43 0.10 0.4 0.0 0.0
6310 32380 42 0 0.19 0.43 0.10 0.35 0.0 0.0
6310 32380 43 0 0.19 0.43 0.10 0.5 0.0 0.0
6310 32380 80 0 0.19 0.43 0.10 0.25 0.0 0.0
6310 32380 81 0 0.19 0.43 0.10 0.2 0.0 0.0
6310 32380 82 0 0.19 0.43 0.10 0.15 0.0 0.0
6310 32380 83 0 0.19 0.43 0.10 0.4 0.0 0.0
6310 32380 84 0 0.19 0.43 0.10 0.35 0.0 0.0
6310 32380 85 0 0.19 0.43 0.10 0.5 0.0 0.0
6310 32002 8 0 0.40 0.69 0.12 1.0 0.0 0.0
6310 32002 14 0 0.40 0.69 0.12 1.0 0.0 0.0
6310 32002 31 0 0.40 0.69 0.12 1.0 0.0 0.0
6310 32002 51 0 0.40 0.69 0.12 1.0 0.0 0.0
6310 32002 57 0 0.40 0.69 0.12 1.0 0.0 0.0
6310 32002 74 0 0.40 0.69 0.12 1.0 0.0 0.0
6310 32002 24 0 0.57 0.69 1.00 0.8 0.0 0.0
6310 32002 25 0 0.57 0.69 1.00 0.8 0.0 0.0
6310 32002 26 0 0.57 0.69 1.00 0.8 0.0 0.0
6310 32002 33 0 0.57 0.69 1.00 0.8 0.0 0.0
6310 32002 67 0 0.57 0.69 1.00 0.8 0.0 0.0
6310 32002 68 0 0.57 0.69 1.00 0.8 0.0 0.0
6310 32002 69 0 0.57 0.69 1.00 0.8 0.0 0.0
6310 32002 86 0 0.57 0.69 1.00 0.8 0.0 0.0
end
