// #############################################################################
// # SSeMU MU Online Emulator
// # https://www.ssemu.com.ar
// # https://www.facebook.com/ssemuemulator
// # https://www.youtube.com/@ssemu
// # ---------------------------------------------------------------------------
// # © 2024 SetecSoft Development
// # This file is part of the SSeMU MuOnline Server files.
// #############################################################################

// --------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
//Index   Type   Name                                 Level   MaxLife   MaxMana   DamageMin   DamageMax   Defense   MagicDefense   AttackRate   DefenseRate   MoveRange   AttackType   AttackRange   ViewRange   MoveSpeed   AttackSpeed   RegenTime   Attribute   ItemRate   MoneyRate   MaxItemLevel   MonsterSkill   Resistance1   Resistance2   Resistance3   Resistance4   Resistance5   Resistance6   Resistance7
// --------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
190       0      "Death Angel"                        74      12000     0         270         295         185       0              397          120           3           17           6             7           500         1500          10          2           140        0           3              0              20            20            20            20            0             0             0
191       0      "Death Centurion"                    83      22500     0         350         375         255       0              500          175           3           17           6             7           500         1500          10          2           140        0           3              0              22            22            22            22            0             0             0
192       0      "Blood Soldier"                      70      8800      0         245         265         165       0              360          105           3           17           6             7           500         1500          10          2           160        0           3              0              19            19            19            19            0             0             0
193       0      "Aegis"                              62      6000      0         215         235         140       0              310          87            3           17           1             7           500         1500          10          2           160        0           3              0              17            17            17            17            0             0             0
194       0      "Rogue Centurion"                    66      6900      0         230         250         150       0              330          95            3           17           2             5           500         1500          10          2           160        0           3              0              18            18            18            18            0             0             0
195       0      "Necron"                             78      16000     0         305         330         215       0              440          145           3           17           2             5           500         1500          10          2           140        0           3              0              21            21            21            21            0             0             0
196       0      "Schriker"                           88      30000     0         410         435         300       0              575          215           3           17           6             7           500         1600          10          2           140        0           4              0              23            23            23            23            0             0             0
197       0      "Illusion of Kundun"                 100     50000     0         600         625         500       0              780          295           3           150          10            7           800         1700          10800       2           120        0           4              0              45            45            45            45            0             0             0
200       0      "Soccer Ball"                        12      1000      0         150         200         0         0              60           500           0           0            4             1           500         1000          3           1           200        20          0              0              0             0             0             0             0             0             0
226       1      "Trainer"                            2       50        0         15          30          70        20             10           30            0           0            0             5           400         1500          10          0           200        10          0              0              0             0             0             0             0             0             0
229       1      "Marlon"                             2       50        0         15          30          70        20             10           30            0           0            0             5           400         1500          10          0           200        10          0              0              0             0             0             0             0             0             0
230       1      "Wandering Merchant Alex"            2       50        0         15          30          70        20             10           30            0           0            0             5           400         1500          10          0           200        10          0              0              0             0             0             0             0             0             0
231       1      "Thompson Kenel"                     2       50        0         15          30          70        20             10           30            0           0            0             5           400         1500          10          0           200        10          0              0              0             0             0             0             0             0             0
232       1      "Archangel"                          2       50        0         15          30          70        20             10           30            0           0            0             5           400         1500          10          0           200        10          0              0              0             0             0             0             0             0             0
233       1      "Messenger of Archangel"             2       50        0         15          30          70        20             10           30            0           0            0             5           400         1500          10          0           200        10          0              0              0             0             0             0             0             0             0
234       1      "Pet Trainer"                        2       50        0         15          30          70        20             10           30            0           0            0             5           400         1500          10          0           200        10          0              0              0             0             0             0             0             0             0
235       1      "Sebina the Priest"                  2       50        0         15          30          70        20             10           30            0           0            0             5           400         1500          10          0           200        10          0              0              0             0             0             0             0             0             0
236       1      "Golden Archer"                      2       50        0         15          30          70        20             10           30            0           0            0             5           400         1500          10          0           200        10          0              0              0             0             0             0             0             0             0
237       1      "Charon"                             2       50        0         15          30          70        20             10           30            0           0            0             5           400         1500          10          0           200        10          0              0              0             0             0             0             0             0             0
238       1      "Chaos Goblin"                       2       50        0         15          30          70        20             10           30            0           0            0             5           400         1500          10          0           200        10          0              0              0             0             0             0             0             0             0
239       1      "Arena Guard"                        2       50        0         15          30          70        20             10           30            0           0            0             5           400         1500          10          0           200        10          0              0              0             0             0             0             0             0             0
240       1      "Safety Guardian"                    2       50        0         15          30          70        20             10           30            0           0            0             5           400         1500          10          0           200        10          0              0              0             0             0             0             0             0             0
241       1      "Royal Guard Captain Lorence"        2       50        0         15          30          70        20             10           30            0           0            0             5           400         1500          10          0           200        10          0              0              0             0             0             0             0             0             0
242       1      "Elf Lala"                           2       50        0         15          30          70        20             10           30            0           0            0             5           400         1500          10          0           200        10          0              0              0             0             0             0             0             0             0
243       1      "Eo the Craftsman"                   2       50        0         15          30          70        20             10           30            0           0            0             5           400         1500          10          0           200        10          0              0              0             0             0             0             0             0             0
244       1      "Caren the Barmaid"                  2       50        0         15          30          70        20             10           30            0           0            0             5           400         1500          10          0           200        10          0              0              0             0             0             0             0             0             0
245       1      "Wizard Izabel"                      2       50        0         15          30          70        20             10           30            0           0            0             5           400         1500          10          0           200        10          0              0              0             0             0             0             0             0             0
246       1      "Weapons Merchant Zienna"            20      1000      0         15          30          70        0              100          30            0           0            0             5           400         1500          10          0           200        10          0              0              0             0             0             0             0             0             0
247       1      "Guard"                              90      10000     0         180         195         70        20             300          100           5           0            2             2           400         1500          10          1           200        10          0              0              0             0             0             0             0             0             0
248       1      "Wandering Merchant Martin"          20      1000      0         15          30          70        0              100          30            0           0            0             5           400         1500          10          0           200        10          0              0              0             0             0             0             0             0             0
249       1      "Guard"                              90      10000     0         180         195         70        20             300          100           5           0            5             5           400         1500          10          1           200        10          0              0              0             0             0             0             0             0             0
250       1      "Wandering Merchant"                 20      1000      0         15          30          70        20             100          30            0           0            0             5           400         1000          10          0           200        10          0              0              0             0             0             0             0             0             0
251       1      "Hanzo the Blacksmith"               20      1000      0         15          30          70        20             100          30            0           0            0             5           400         1500          10          0           200        10          0              0              0             0             0             0             0             0             0
253       1      "Potion Girl Amy"                    2       50        0         15          30          70        20             10           30            0           0            0             5           400         1500          10          0           200        10          0              0              0             0             0             0             0             0             0
254       1      "Pasi the Mage"                      2       50        0         15          30          70        20             10           30            0           0            0             5           400         1500          10          0           200        10          0              0              0             0             0             0             0             0             0
255       1      "Lumen the Barmaid"                  2       50        0         15          30          70        20             10           30            0           0            0             5           400         1500          10          0           200        10          0              0              0             0             0             0             0             0             0
260       0      "Death Angel"                        88      31000     0         408         443         315       0              587          195           3           17           6             7           500         1500          10          2           135        0           3              0              23            23            23            23            0             0             0
261       0      "Death Centurion"                    98      48000     0         546         581         430       0              715          250           3           17           6             7           500         1500          10          2           135        0           3              0              25            25            25            25            0             0             0
262       0      "Blood Soldier"                      85      26000     0         365         395         280       0              540          177           3           17           6             7           500         1500          10          2           155        0           3              0              22            22            22            22            0             0             0
263       0      "Aegis"                              79      18000     0         310         340         230       0              460          163           3           17           1             7           500         1500          10          2           155        0           3              0              20            20            20            20            0             0             0
264       0      "Rogue Centurion"                    82      21000     0         335         365         250       0              490          168           3           17           2             5           500         1500          10          2           155        0           3              0              21            21            21            21            0             0             0
265       0      "Necron"                             93      38500     0         470         505         370       0              645          220           3           17           2             5           500         1500          10          2           135        0           3              0              24            24            24            24            0             0             0
266       0      "Schriker"                           105     60000     0         640         675         515       0              810          290           3           17           6             7           500         1600          10          2           135        0           4              0              26            26            26            26            0             0             0
267       0      "Illusion of Kundun"                 117     100000    0         835         870         680       0              1000         360           3           150          10            7           800         1700          10800       2           110        0           4              0              50            50            50            50            0             0             0
268       0      "Death Angel"                        105     65000     0         610         645         500       0              760          275           3           17           6             7           500         1500          10          2           130        0           3              0              26            26            26            26            0             0             0
269       0      "Death Centurion"                    114     87500     0         753         788         620       0              900          335           3           17           6             7           500         1500          10          2           130        0           3              0              28            28            28            28            0             0             0
270       0      "Blood Soldier"                      101     56000     0         570         600         460       0              713          255           3           17           6             7           500         1500          10          2           150        0           3              0              25            25            25            25            0             0             0
271       0      "Aegis"                              95      42000     0         520         550         410       0              655          230           3           17           1             7           500         1500          10          2           150        0           3              0              23            23            23            23            0             0             0
272       0      "Rogue Centurion"                    98      48500     0         540         570         432       0              680          240           3           17           2             5           500         1500          10          2           150        0           3              0              24            24            24            24            0             0             0
273       0      "Necron"                             109     75500     0         672         707         550       0              820          303           3           17           2             5           500         1500          10          2           130        0           3              0              27            27            27            27            0             0             0
274       0      "Schriker"                           119     105000    0         850         885         710       0              1000         370           3           17           6             7           500         1600          10          2           130        0           4              0              29            29            29            29            0             0             0
275       0      "Kundun"                             147     5000000   0         2000        2500        1500      0              2000         1000          3           150          15            10          800         2000          43200       2           100        0           4              0              100           254           100           100           0             0             0
end
